0.410814831	0.24976237	13.35753951	22.0337793	0.153912521	133.3874375	0.388700719	6.019799831	0.362385572	9.1875	0.106913154	0.101150722
0.331207152	0.355680339	13.35753951	20.56567383	0.146574159	124.0077156	0.47824291	5.82385565	0.398457475	9.21875	0.080146376	0.083555902
0.311592551	0.248330078	13.35753951	22.35135742	0.149602575	132.8186375	0.392561958	5.921573449	0.376320443	9	0.100154202	0.093761855
0.288455004	0.215211589	13.35753951	20.15364258	0.142072615	115.5690156	0.557282952	5.50326119	0.466097601	9.03125	0.097808263	0.084891474
0.299341221	0.218486328	13.35753951	21.93932617	0.156337221	124.3799375	0.475511013	5.600978989	0.445384888	8.8125	0.11146265	0.094598078
0.37643503	0.336149089	13.35753951	21.49395508	0.174388133	124.9502188	0.4684357	5.705758051	0.418949027	9	0.100154202	0.093467821
0.268645294	0.215309245	13.35753951	21.46448242	0.145618474	108.3330125	0.460781046	5.049045116	0.457565657	9	0.100154202	0.085393238
0.346652891	0.335472005	13.35753951	21.01911133	0.16225919	108.9032938	0.453391057	5.153824178	0.431435322	9.1875	0.083593236	0.083625378
0.258006185	0.23944987	13.35753951	21.4534668	0.145520998	124.8407937	0.477926635	5.785740231	0.460843883	9	0.100154202	0.087551233
0.335785613	0.35180013	13.35753951	21.0080957	0.162114527	125.411075	0.470873943	5.890519293	0.434864821	9.1875	0.083593236	0.08600015
0.315955319	0.236253255	13.35753951	20.60708008	0.16180147	100.4645938	0.528001739	4.833229719	0.494361095	9	0.100154202	0.084935028
-0.018021252	-0.010797526	13.35753951	23.30475586	0.090910808	127.2580563	0.413674983	5.416030323	0.399807485	8.375	0.057805722	0.029369202
0.291447812	0.138701172	13.35753951	20.88442383	0.08099005	132.7080719	0.404193957	6.254648525	0.37144469	9.40625	0.052213401	0.078603269
0.018930337	0.097802734	13.35753951	21.51907227	0.111906682	118.4471344	0.497467799	5.318312524	0.420833934	8.59375	0.057149941	0.028113073
0.320605174	0.02789388	13.35753951	22.29856445	0.133797106	133.1897188	0.39127138	5.951789686	0.378382129	9	0.100154202	0.101638702
0.223258715	-0.093414714	13.35753951	22.74393555	0.106790385	132.6194375	0.398807878	5.847010623	0.405885601	8.8125	0.11146265	0.103534571
0.125476869	0.108883464	13.35753951	20.7899707	0.082017627	123.7005719	0.490056171	5.835827683	0.455248533	9.03125	0.070489788	0.076802575
0.088338792	-0.051445313	13.35753951	22.19644531	0.07293447	147.5208688	0.387276127	6.586113776	0.376552244	8.8125	0.087150395	0.088426185
0.10509475	-0.179873047	13.35753951	23.05049805	0.098362443	148.5584188	0.375500417	6.485479355	0.394501256	8.625	0.095035341	0.096285587
0.236581382	-0.090888672	13.35753951	23.14495117	0.093339465	157.5659188	0.274184815	6.904300197	0.301772422	9	0.100154202	0.104581325
0.093243513	0.112272135	13.35753951	20.88345703	0.079013634	108.5329594	0.450867224	5.09316026	0.394738605	9.03125	0.070489788	0.058942853
0.079988385	-0.072845052	13.35753951	22.88888672	0.09797393	132.1321031	0.394029426	5.728852246	0.372368608	8.65625	0.094070861	0.077169843
0.062277337	-0.007265625	13.35753951	22.21570313	0.073048164	132.4483031	0.391792785	5.86090953	0.347867887	8.84375	0.08531941	0.070608595
-0.05895384	-0.155078125	11.52634447	24.05226563	0.06611172	147.902075	0.296416016	6.197590641	0.313355619	8.5	0.058823529	0.03092567
0.004118301	0.025234375	11.52634447	23.50289063	0.096083948	136.650475	0.418409686	5.770131362	0.411509843	8.25	0.052486388	0.026216313
